Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Difficulty,Distance,Response Time,Date/Time,Consecutive Rounds
42222,G,W,right,right,yes,16,1.003962884,2015-06-30T17:39:54.184,1
42222,E,V,right,right,yes,17,1.012827311,2015-06-30T17:39:56.337,2
42222,M,U,right,left,no,8,1.003691337,2015-06-30T17:39:58.509,3
