Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time
8972,P,S,right,left,no,3,0.160003986,2015-06-26T14:33:40.995
8972,H,Z,right,left,no,18,0.199472043,2015-06-26T14:33:42.437
8972,N,D,left,left,yes,10,0.148930402,2015-06-26T14:33:43.838
