Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time
23,R,E,left,left,yes,13,0.14198092,2015-06-25T21:26:31.574
23,P,R,right,left,no,2,0.32524093,2015-06-25T21:26:33.143
