Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time,Consecutive Rounds
1,A,G,right,left,no,6,0.045108123,2015-06-28T16:55:13.551,1
1,K,S,right,left,no,8,0.004467065,2015-06-28T16:55:14.545,2
1,W,A,left,left,yes,22,0.014889362,2015-06-28T16:55:15.561,3
1,V,M,left,left,yes,9,0.239587111,2015-06-28T17:14:45.330,1
1,B,A,left,left,yes,1,0.22248859,2015-06-28T17:14:46.545,2
1,T,V,right,left,no,2,0.056661085,2015-06-28T17:17:08.415,1
1,O,J,left,left,yes,5,0.84078671,2015-06-28T17:17:10.246,2
1,P,L,left,left,yes,4,0.73894908,2015-06-28T21:50:23.569,1
1,O,A,left,left,yes,14,0.566745978,2015-06-28T21:50:25.128,2
1,M,A,left,left,yes,12,0.604813534,2015-06-28T21:50:26.735,3
1,D,L,right,left,no,8,0.5501371,2015-06-28T21:50:28.287,4
1,L,G,left,left,yes,5,0.178527382,2015-06-28T21:50:29.467,5
1,Q,I,left,left,yes,8,0.426021447,2015-06-28T21:50:30.895,6
1,P,Q,right,right,yes,1,1.614120135,2015-06-28T21:50:33.511,7
1,M,F,left,right,no,7,0.663647,2015-06-28T21:50:35.176,8
1,W,C,left,left,yes,20,0.451079519,2015-06-28T21:50:36.628,9
1,Y,F,left,left,yes,19,0.845884963,2015-06-28T21:50:38.476,10
1,D,K,right,left,no,7,0.530267084,2015-06-28T21:50:40.008,11
1,U,P,left,right,no,5,0.134472095,2015-06-28T21:50:41.144,12
1,O,L,left,right,no,3,0.035397409,2015-06-28T21:50:42.181,13
1,J,D,left,right,no,6,0.162678409,2015-06-28T21:50:43.346,14
1,N,R,right,right,yes,4,0.134661964,2015-06-28T21:50:44.483,15
1,L,E,left,left,yes,7,42.391453648,2015-06-28T21:51:27.877,16
1,X,S,left,right,no,5,0.621737152,2015-06-28T21:51:29.501,17
1,C,L,right,right,yes,9,0.900988177,2015-06-28T21:51:31.405,18
1,B,W,right,right,yes,21,0.522328912,2015-06-28T21:51:32.929,19
1,Q,Z,right,left,no,9,0.808470405,2015-06-28T21:51:34.739,20
1,Q,A,left,left,yes,16,0.482175785,2015-06-28T21:51:36.223,21
1,F,Q,right,right,yes,11,0.592635799,2015-06-28T21:51:37.819,22
1,B,L,right,right,yes,10,0.718759622,2015-06-28T21:51:39.539,23
1,G,Q,right,right,yes,10,0.742920091,2015-06-28T21:51:41.284,24
1,R,B,left,left,yes,16,0.609829255,2015-06-28T21:51:42.896,25
1,S,M,left,left,yes,6,0.627541857,2015-06-28T21:51:44.526,26
1,K,Y,right,right,yes,14,0.554239393,2015-06-28T21:51:46.082,27
1,B,M,right,right,yes,11,0.915104805,2015-06-28T21:51:47.999,28
1,R,X,right,right,yes,6,0.575221685,2015-06-28T21:51:49.576,29
1,Z,Q,left,left,yes,9,0.971678224,2015-06-28T21:51:51.550,30
1,P,M,left,left,yes,3,0.571263077,2015-06-28T21:51:53.122,31
1,N,A,left,left,yes,13,1.122140411,2015-06-28T21:51:55.245,32
1,C,K,right,right,yes,8,0.525950117,2015-06-28T21:51:56.773,33
1,F,B,left,left,yes,4,1.351678549,2015-06-28T21:51:59.125,34
1,A,Z,right,right,yes,25,1.189195141,2015-06-28T21:52:01.317,35
1,N,B,left,left,yes,12,0.580898956,2015-06-28T21:52:02.898,36
1,Y,P,left,left,yes,9,0.831734124,2015-06-28T21:52:04.731,37
1,W,M,left,left,yes,10,0.506104476,2015-06-28T21:52:06.240,38
1,S,X,right,right,yes,5,0.563076451,2015-06-28T21:52:07.804,39
1,Q,T,right,left,no,3,0.521937627,2015-06-28T21:52:09.327,40
