Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time,Consecutive Rounds
99,W,Y,right,left,no,2,1.429384361,2015-06-28T17:08:14.704,1
99,E,I,right,right,yes,4,1.11215986,2015-06-28T17:08:16.806,2
99,Z,L,left,left,yes,14,1.236656534,2015-06-28T17:08:19.044,3
99,S,T,right,right,yes,1,2.586355565,2015-06-28T17:08:22.632,4
99,V,I,left,left,yes,13,0.94934418,2015-06-28T17:08:24.583,5
99,N,A,left,left,yes,13,0.856387228,2015-06-28T17:08:26.442,6
99,L,G,left,left,yes,5,1.160202836,2015-06-28T17:08:28.604,7
99,E,Y,right,right,yes,20,0.87260867,2015-06-28T17:08:30.478,8
99,K,Y,right,right,yes,14,0.746949686,2015-06-28T17:08:32.227,9
99,P,V,right,left,no,6,1.233687044,2015-06-28T17:08:34.463,10
