Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time,Consecutive Rounds
987,M,O,right,left,no,2,3.099633603,2015-06-28T12:50:45.183,1
987,G,U,right,right,yes,14,0.004039004,2015-06-28T12:50:45.218,2
987,W,R,left,left,yes,5,0.63964048,2015-06-28T12:50:45.862,3
987,V,A,left,left,yes,21,5.335561877,2015-06-28T12:50:51.205,4
987,G,T,right,left,no,13,0.317477233,2015-06-28T12:50:51.539,5
987,K,I,left,right,no,2,1.688842771,2015-06-28T12:50:53.261,6
987,N,T,right,left,no,6,0.414553585,2015-06-28T12:50:53.682,7
987,O,V,right,left,no,7,1.001990636,2015-06-28T12:50:54.692,8
987,M,O,right,left,no,2,0.288528973,2015-06-28T12:50:54.988,9
987,Y,Q,left,left,yes,8,0.224673373,2015-06-28T12:50:55.220,10
987,H,Z,right,left,no,18,0.269985477,2015-06-28T12:50:55.498,11
987,A,K,right,left,no,10,0.277573417,2015-06-28T12:50:55.783,12
987,R,Z,right,left,no,8,0.251382114,2015-06-28T12:50:56.041,13
987,Z,W,left,left,yes,3,0.256144674,2015-06-28T12:50:56.301,14
987,C,I,right,left,no,6,0.235238928,2015-06-28T12:50:56.544,15
987,C,V,right,left,no,19,0.245864351,2015-06-28T12:50:56.796,16
987,J,V,right,left,no,12,0.401920419,2015-06-28T12:50:57.205,17
987,J,H,left,left,yes,2,0.324021317,2015-06-28T12:50:57.538,18
987,K,H,left,left,yes,3,0.378225216,2015-06-28T12:50:57.923,19
987,U,L,left,left,yes,9,0.319576488,2015-06-28T12:50:58.250,20
987,D,V,right,left,no,18,0.292378535,2015-06-28T12:50:58.550,21
987,F,Q,right,left,no,11,0.339375518,2015-06-28T12:50:58.897,22
987,Z,K,left,left,yes,15,0.306301445,2015-06-28T12:50:59.212,23
987,C,D,right,left,no,1,0.410740372,2015-06-28T12:50:59.630,24
987,X,D,left,left,yes,20,0.326286066,2015-06-28T12:50:59.960,25
987,G,O,right,left,no,8,0.43079256,2015-06-28T12:51:00.399,26
987,D,A,left,left,yes,3,0.350545319,2015-06-28T12:51:00.757,27
987,F,E,left,left,yes,1,0.357777466,2015-06-28T12:51:01.122,28
987,G,O,right,left,no,8,0.304969364,2015-06-28T12:51:01.435,29
987,L,U,right,left,no,9,0.302068295,2015-06-28T12:51:01.744,30
987,H,T,right,left,no,12,0.28024955,2015-06-28T12:51:02.032,31
987,E,B,left,left,yes,3,0.35913777,2015-06-28T12:51:02.399,32
987,X,N,left,right,no,10,64.62145192,2015-06-28T12:52:07.028,33
987,B,X,right,right,yes,22,0.402926214,2015-06-28T12:52:07.439,34
987,S,T,right,right,yes,1,0.292254093,2015-06-28T12:52:07.739,35
987,F,A,left,right,no,5,0.340625492,2015-06-28T12:52:08.088,36
987,N,O,right,right,yes,1,0.341993065,2015-06-28T12:52:08.437,37
987,B,T,right,right,yes,18,0.384761175,2015-06-28T12:52:08.830,38
987,F,S,right,right,yes,13,0.314196852,2015-06-28T12:52:09.153,39
987,X,N,left,right,no,10,0.324717932,2015-06-28T12:52:09.485,40
