Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time
982,T,H,left,left,yes,12,0.158470918,2015-06-26T14:34:04.394
982,E,M,right,left,no,8,0.092579779,2015-06-26T14:34:05.731
