Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time
900,H,K,right,left,no,3,0.221283945,2015-06-26T14:21:54.955
900,E,B,left,left,yes,3,0.086853759,2015-06-26T14:21:56.284
900,X,K,left,right,no,13,0.281387056,2015-06-26T14:21:57.817
