Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time
25,I,X,right,left,no,15,0.327674595,2015-06-25T21:26:00.031
25,N,C,left,left,yes,11,0.015070679,2015-06-25T21:26:01.285
25,N,Y,right,left,no,11,0.763706954,2015-06-25T21:26:03.300
